Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,onTimeIN,onTimeOUT,Net Salary,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual
347,6,Myrl Bechtelar MD,Mr.,Male,1,Married,24,1993-12-08,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1965,121.0,457.0,71041.13777777778,16.0,6.0,11.0,11.0
348,33,Francis Mraz,Mr.,Male,1,Married,24,1995-03-14,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1973,460.0,524.0,121408.26666666666,5.0,7.0,5.0,7.0
349,53,Mr Emmet Blick Jr,Mr.,Male,1,Married,23,1988-01-27,2021-06-28 00:00:00,Inactive,2021-06-28 00:00:00,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974,6.0,63.0,,,,,
351,77,Mr Nelson Braun PhD,Ms.,Female,4,Married,40,1999-10-01,2022-01-31 00:00:00,Inactive,2022-01-31 00:00:00,\N,\N,Staff,Permanant,Catholic,Purchasing Officer,1974,111.0,94.0,101560.20333333332,4.0,6.0,0.0,10.0
352,88,Maximillian Hand,Mr.,Male,1,Married,7,2001-01-26,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1980,399.0,550.0,72789.2494117647,,,,
353,155,Zena Nicolas,Mr.,Male,1,Married,22,2003-09-29,2020-08-31 00:00:00,Inactive,2020-08-31 00:00:00,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1962,,,,,,,
354,181,Coralie Bernhard,Mr.,Male,1,Married,22,2003-11-10,\N,Active,\N,945,\N,Staff,Permanant,Buddhist,Technical Officer,1969,478.0,565.0,138707.89176470588,,,,
355,192,Josh Roob,Mr.,Male,1,Married,126,2004-02-16,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Project Coordinator ,1981,556.0,628.0,370454.84,,,,
356,283,Ernest Upton,Ms.,Female,1,Single,23,2005-06-01,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974,220.0,463.0,124019.62,6.0,6.0,0.0,12.0
359,529,Sydney Oberbrunner,Mr.,Male,1,Married,41,2006-07-01,2022-01-31 00:00:00,Inactive,2022-01-31 00:00:00,\N,\N,Staff,Permanant,Buddhist,Electrician,1967,261.0,228.0,69295.72,,,,
360,573,Angeline Yundt,Mr.,Male,1,Married,42,2006-08-29,2021-05-05 00:00:00,Inactive,2021-05-05 00:00:00,\N,\N,Management,Permanant,Buddhist,Transport Officer,1976,31.0,41.0,,,,,
361,596,Prof Karlie Bauch III,Mr.,Male,3,Single,7,2006-11-01,\N,Active,\N,\N,\N,Staff,Permanant,Hindu,Store Keeper,1986,436.0,527.0,126368.54588235296,,,,
363,691,Leonel Romaguera,Mr.,Male,1,Married,24,2007-05-25,2021-05-23 00:00:00,Inactive,2021-05-23 00:00:00,\N,\N,Staff,Permanant,Buddhist,Driver,1975,47.0,38.0,,,,,
365,759,Sidney Macejkovic,Mr.,Male,1,Married,43,2007-11-12,2020-09-10 00:00:00,Inactive,2020-09-10 00:00:00,\N,\N,Staff,Permanant,Buddhist,Operator - JCB,1984,,,,,,,
366,900,Prof Jerod Pfeffer,Mr.,Male,1,Married,44,2008-11-15,2020-05-21 00:00:00,Inactive,2020-05-21 00:00:00,\N,\N,Staff,Permanant,Buddhist,Driver - Boom,1973,,,,,,,
371,1084,Ignatius Volkman DDS,Ms.,Female,1,Single,45,2010-08-02,2021-04-30 00:00:00,Inactive,2021-04-30 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Construction Manager,1963,,,,,,,
372,1086,Doyle Hettinger,Mr.,Male,1,Married,46,2010-08-05,2020-09-27 00:00:00,Inactive,2020-09-27 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1981,,,,,,,
373,1093,Izaiah Berge,Mr.,Male,1,Married,35,2010-10-26,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990,431.0,445.0,113963.88388888889,15.0,6.0,14.0,7.0
376,1154,Prof Arden Jacobs III,Mr.,Male,1,Married,7,2011-03-24,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961,515.0,584.0,120366.31388888888,5.0,0.0,0.0,5.0
377,1275,Shaylee Schroeder III,Mr.,Male,5,Single,48,2011-11-03,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Draughtsman,1982,445.0,515.0,116287.39,,,,
378,1290,Raymond Bogan,Mr.,Male,1,Married,33,2011-11-21,2020-07-28 00:00:00,Inactive,2020-07-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1965,,,,,,,
379,1329,Kayden Rice,Mr.,Male,1,Single,27,2012-01-25,2020-06-30 00:00:00,Inactive,2020-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991,,,,,,,
380,1336,Macey Simonis,Mr.,Male,1,Married,24,2012-01-29,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1978,561.0,599.0,71201.56111111112,,,,
381,1373,Jayde Witting,Mr.,Male,5,Married,22,2012-03-17,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Technical Officer,1982,352.0,413.0,153537.29823529412,,,,
383,1405,Sylvan Gislason,Mr.,Male,1,Married,24,2012-05-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994,575.0,662.0,91635.6611764706,,,,
384,1425,Dr Kennedy Ryan MD,Mr.,Male,1,Married,8,2012-06-05,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1989,352.0,516.0,150063.88470588234,,,,
385,1472,Tillman Greenfelder,Mr.,Male,1,Married,49,2012-07-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1986,323.0,461.0,128782.16588235291,,,,
388,1573,Hanna Wyman,Mr.,Male,1,Married,22,2012-11-18,2020-03-30 00:00:00,Inactive,2020-03-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989,,,,,,,
389,1587,Tessie Fadel,Mr.,Male,1,Married,24,2012-12-14,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994,330.0,434.0,60762.30823529412,,,,
391,1610,Orval Hessel,Mr.,Male,1,Married,37,2013-01-24,2019-11-14 00:00:00,Inactive,2019-11-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1960,,,,,,,
392,1620,Katelin Thompson,Mr.,Male,5,Married,22,2013-02-05,\N,Active,\N,2709,\N,Staff,Contarct Basis,Muslim,Technical Officer,1989,347.0,405.0,97581.88176470587,,,,
393,1653,Savanna Spinka,Mr.,Male,5,Married,6,2013-04-01,\N,Active,\N,393,\N,Staff,Contarct Basis,Muslim,Project Manager,1965,490.0,496.0,320276.15823529416,6.0,0.0,5.0,1.0
394,1730,Carley Bogisich,Mr.,Male,1,Married,46,2013-06-27,2021-12-17 00:00:00,Inactive,2021-12-17 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1993,281.0,306.0,67502.824,,,,
396,1769,Jaquelin Block,Mr.,Male,1,Single,67,2013-08-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Loader,1993,449.0,495.0,65225.63,,,,
399,1870,Garland Feeney,Mr.,Male,3,Married,27,2014-01-28,2021-08-31 00:00:00,Inactive,2021-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1989,169.0,174.0,107644.05,,,,
400,1872,Elody Waelchi,Mr.,Male,3,Single,27,2014-01-24,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1988,547.0,657.0,116867.2494117647,,,,
401,1888,Nola Grant,Mr.,Male,1,Married,7,2014-02-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1972,464.0,504.0,98373.17529411764,,,,
402,1900,Macie Kuvalis,Mr.,Male,1,Single,24,2014-02-22,2020-08-31 00:00:00,Inactive,2020-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995,1.0,3.0,,,,,
403,2009,Julie Osinski,Mr.,Male,1,Married,43,2014-05-03,2020-08-28 00:00:00,Inactive,2020-08-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1992,,,,,,,
404,2026,Jody Stokes,Mr.,Male,1,Single,36,2014-06-04,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1987,512.0,525.0,227223.51625,,,,
405,2034,Scottie Ratke,Mr.,Male,1,Married,27,2014-06-09,2019-12-05 00:00:00,Inactive,2019-12-05 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993,,,,,,,
407,2151,Braulio Pagac IV,Mr.,Male,3,Single,8,2014-09-17,2020-06-22 00:00:00,Inactive,2020-06-22 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1990,,,,,,,
408,2186,Jon Kuhn,Mr.,Male,1,Single,8,2014-10-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,504.0,567.0,155872.4705882353,,,,
410,2284,Ally Nikolaus,Mr.,Male,1,Single,52,2015-02-05,2021-05-30 00:00:00,Inactive,2021-05-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Moter Mechanic,1995,46.0,41.0,,,,,
411,2301,Jesus Dietrich Sr,Mr.,Male,1,Married,24,2015-04-28,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1984,595.0,674.0,85612.35999999999,,,,
413,2313,Addie Purdy,Mr.,Male,1,Single,35,2015-05-01,2021-08-31 00:00:00,Inactive,2021-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997,111.0,123.0,59686.98,,,,
414,2333,Noelia Roberts DDS,Mr.,Male,3,Single,54,2016-06-02,2020-10-06 00:00:00,Inactive,2020-10-06 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Lab Technician,1985,,,,,,,
415,2334,Isabella Brakus,Mr.,Male,4,Married,36,2015-06-01,2021-07-25 00:00:00,Inactive,2021-07-25 00:00:00,\N,\N,Staff,Contarct Basis,Catholic,Engineer Assistant,1982,138.0,143.0,232306.5,,,,
416,2337,Bo Schaefer I,Mr.,Male,3,Married,27,2015-06-01,2021-03-25 00:00:00,Inactive,2021-03-25 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1986,38.0,55.0,,,,,
419,2421,Ms Jany Lemke,Mr.,Male,1,Married,22,2015-08-24,2021-05-31 00:00:00,Inactive,2021-05-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988,21.0,29.0,,,,,
420,2426,Dr Kieran Bradtke IV,Mr.,Male,1,Married,24,2015-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995,488.0,538.0,77595.1288235294,,,,
421,2481,Marcos Kemmer MD,Mr.,Male,1,Single,24,2016-01-02,2022-08-31 00:00:00,Inactive,2022-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1997,306.0,322.0,80890.38071428573,17.0,4.0,14.0,7.0
422,2488,Burley Willms,Ms.,Female,1,Married,8,2016-02-05,2021-04-30 00:00:00,Inactive,2021-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1981,,,,,,,
423,2512,Kaley Ankunding MD,Mr.,Male,1,Single,57,2016-05-12,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver - Truck Mixture,1987,415.0,434.0,94829.30944444444,15.0,9.0,16.0,8.0
424,2513,Rogers Conroy,Mr.,Male,1,Single,24,2016-05-26,2021-08-31 00:00:00,Inactive,2021-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1988,112.0,115.0,64646.315,,,,
425,2647,Alison Price V,Mr.,Male,1,Married,38,2016-08-15,2022-08-31 00:00:00,Inactive,2022-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965,346.0,400.0,99644.24142857142,13.0,3.0,11.0,5.0
426,50028,Thea Gaylord,Mr.,Male,1,Married,58,2020-07-03,2021-10-26 00:00:00,Inactive,2021-10-26 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962,100.0,50.0,130836.29,,,,
427,2680,Laron Turcotte,Ms.,Female,1,Married,48,2016-09-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1980,423.0,422.0,185784.93333333332,,,,
431,2750,Miss Ashley Spinka IV,Mr.,Male,1,Married,62,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,S/Skill,1947,611.0,569.0,68339.49,,,,
433,2765,Prof Damaris Kemmer DDS,Mr.,Male,1,Married,63,2016-11-01,2022-09-27 00:00:00,Inactive,2022-09-27 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Junior Quantity Surveyor,1993,412.0,394.0,81592.23785714286,,,,
434,2774,Corene Weber DDS,Mr.,Male,1,Married,64,2016-11-28,2021-06-30 00:00:00,Inactive,2021-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1972,123.0,91.0,,,,,
435,2807,Madisyn Raynor,Mr.,Male,1,Single,22,2016-12-15,\N,Active,\N,1834,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988,459.0,582.0,149617.01176470588,,,,
436,2811,Prof Bridgette Gerlach DVM,Mr.,Male,3,Married,27,2016-12-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1981,485.0,531.0,143144.31470588237,,,,
437,2812,Prof Elian Roberts MD,Mr.,Male,1,Married,8,2016-12-19,2021-12-22 00:00:00,Inactive,2021-12-22 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1991,29.0,118.0,215266.96333333332,7.0,3.0,10.0,0.0
438,2845,Giovanna Turner,Mr.,Male,1,Single,59,2017-01-16,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1991,82.0,505.0,145586.7882352941,,,,
440,2850,Ricky Hintz,Mr.,Male,1,Single,113,2017-01-10,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1981,239.0,430.0,129547.64666666668,14.0,13.0,16.0,11.0
443,2911,Jaunita Senger,Ms.,Female,1,Single,59,2017-01-30,2021-08-20 00:00:00,Inactive,2021-08-20 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1989,106.0,104.0,0.0,,,,
444,2913,Buddy Kunze,Mr.,Male,1,Married,6,2017-02-16,2020-10-31 00:00:00,Inactive,2020-10-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1966,,,,,,,
446,2936,Lavon Stokes,Mr.,Male,1,Married,31,2019-01-01,2021-05-31 00:00:00,Inactive,2021-05-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955,100.0,89.0,39543.725,,,,
448,2938,Prof Bridget Johnson II,Mr.,Male,1,Married,31,2019-01-01,2020-12-10 00:00:00,Inactive,2020-12-10 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,,,44971.13333333333,,,,
450,188003,Mrs Eliza O'Kon I,Mr.,Male,1,Married,31,2020-12-03,2021-04-09 00:00:00,Inactive,2021-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,37.0,36.0,34447.05,,,,
451,2954,Ms Evelyn Farrell IV,Mr.,Male,1,Single,22,2017-03-01,2020-02-29 00:00:00,Inactive,2020-02-29 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Technical Officer,1985,,,,,,,
453,2973,Miss Amaya Bogisich III,Mr.,Male,1,Married,7,2017-03-23,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961,509.0,518.0,134520.4629411765,,,,
455,2975,Madisyn Huel,Mr.,Male,3,Single,49,2017-03-27,2022-02-19 00:00:00,Inactive,2022-02-19 00:00:00,1333,\N,Staff,Contarct Basis,Hindu,Junior Technical Officer,1988,254.0,276.0,123200.62857142856,,,,
456,2984,Aurelie Green,Mr.,Male,1,Married,30,2019-01-01,2020-03-31 00:00:00,Inactive,2020-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1974,,,,,,,
457,4994,Saul Marquardt,Mr.,Male,1,Married,31,2020-06-01,2020-09-25 00:00:00,Inactive,2020-09-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,,,,,,,
460,199020,Monica Wunsch,Mr.,Male,1,Married,30,2020-03-01,2020-03-31 00:00:00,Inactive,2020-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1955,,,,,,,
461,3009,Miss Chelsie Heidenreich,Mr.,Male,1,Married,1,2019-01-01,2021-06-01 00:00:00,Inactive,2021-06-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,8.0,7.0,93150.3,,,,
466,3037,Geovanny Gaylord,Mr.,Male,1,Married,31,2019-01-01,2022-05-31 00:00:00,Inactive,2022-05-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,350.0,327.0,55735.45714285714,,,,
468,3041,Johnny Price,Mr.,Male,3,Married,31,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1985,444.0,447.0,86427.32,,,,
471,5270,Miss Naomie Swaniawski II,Mr.,Male,1,Single,1,2021-04-01,2022-02-28 00:00:00,Inactive,2022-02-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1992,218.0,194.0,87629.22222222222,,,,
475,3178,Mr Roel Monahan V,Mr.,Male,1,Married,31,2019-01-01,2020-11-28 00:00:00,Inactive,2020-11-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,,,46098.0,,,,
476,3193,Amanda Keebler,Mr.,Male,5,Married,22,2017-04-03,2021-11-27 00:00:00,Inactive,2021-11-27 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985,78.0,112.0,156493.51750000002,,,,
478,3216,Anne Abbott III,Ms.,Female,1,Married,70,2017-05-15,2020-08-30 00:00:00,Inactive,2020-08-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1992,,,,,,,
480,3222,Alfred Turner,Mr.,Male,3,Married,69,2017-07-06,2020-04-03 00:00:00,Inactive,2020-04-03 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Site Supervisor,1989,,,,,,,
481,3223,Lawrence Hane,Ms.,Female,1,Single,59,2017-06-05,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1984,289.0,466.0,150426.29444444444,1.0,1.0,0.0,2.0
482,3229,Kenyatta Rempel,Mr.,Male,1,Married,22,2017-06-19,2021-05-23 00:00:00,Inactive,2021-05-23 00:00:00,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986,2.0,41.0,,,,,
486,5169,Prof Avery Volkman,Mr.,Male,1,Married,1,2021-02-01,2022-05-04 00:00:00,Inactive,2022-05-04 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,223.0,218.0,46945.5,,,,
487,3256,Kathleen Denesik,Mr.,Male,1,Married,124,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1992,485.0,540.0,151024.20045454547,,,,
490,3295,Dr Nat Adams,Mr.,Male,3,Single,31,2019-01-01,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995,,,,,,,
495,3335,Ludwig Stamm,Mr.,Male,1,Married,29,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1957,521.0,513.0,83110.30476190476,,,,
496,3351,Emie Conroy,Mr.,Male,1,Married,22,2017-07-01,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988,343.0,541.0,149857.95764705885,,,,
501,190015,Piper Dooley,Mr.,Male,1,Married,31,2020-12-07,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,176.0,209.0,67851.0,,,,
504,3440,Miss Greta Langosh,Mr.,Male,3,Married,31,2019-01-01,2021-03-02 00:00:00,Inactive,2021-03-02 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1991,23.0,30.0,44802.9,,,,
505,3451,Gertrude Leannon,Mr.,Male,1,Married,37,2017-08-28,2021-06-30 00:00:00,Inactive,2021-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1959,124.0,117.0,,,,,
508,3533,Dr Bernice Feil,Mr.,Male,1,Married,24,2017-09-09,2020-05-30 00:00:00,Inactive,2020-05-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1984,,,,,,,
509,3536,Ewell Koch,Ms.,Female,3,Married,8,2017-09-15,2020-03-13 00:00:00,Inactive,2020-03-13 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993,,,,,,,
510,3537,Cristobal Wilkinson,Mr.,Male,3,Single,8,2017-09-15,2022-02-10 00:00:00,Inactive,2022-02-10 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1991,76.0,192.0,227944.015,,,,
512,3545,Mason Ryan,Mr.,Male,1,Single,24,2017-10-02,2020-06-12 00:00:00,Inactive,2020-06-12 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994,,,,,,,
514,3553,Shea Terry MD,Ms.,Female,1,Single,65,2017-11-01,2021-01-18 00:00:00,Inactive,2021-01-25 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Design Engineer,1994,,,,,,,
515,3621,Virginia Stokes,Mr.,Male,1,Single,8,2017-12-22,2020-10-21 00:00:00,Inactive,2020-10-21 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992,,,,,,,
516,3632,Dante Ledner,Mr.,Male,1,Single,72,2018-01-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,IT Executive,1990,145.0,414.0,93298.00222222222,25.0,9.0,11.0,23.0
517,3633,Mrs Betty West Sr,Ms.,Female,1,Single,8,2018-01-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993,224.0,369.0,184591.01888888888,15.0,28.0,34.0,9.0
520,3665,Willa Kunde,Mr.,Male,1,Married,1,2019-01-01,2020-06-30 00:00:00,Inactive,2020-06-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,,,,,,,
521,3679,Dr Jaden Conn,Mr.,Male,1,Married,1,2019-01-01,2020-11-30 00:00:00,Inactive,2020-11-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,,,90847.7,,,,
523,3702,Hallie Parker,Ms.,Female,1,Married,31,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,244.0,244.0,36301.333333333336,,,,
532,5043,Andreanne Roberts,Mr.,Male,1,Married,1,2019-01-09,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1994,,,103580.6,,,,
534,3809,Tania Bode,Mr.,Male,3,Single,31,2019-01-01,2022-01-12 00:00:00,Inactive,2022-01-12 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1997,37.0,222.0,53351.84444444445,,,,
536,3826,Prof Paris Homenick,Mr.,Male,5,Single,69,2018-02-16,2021-02-28 00:00:00,Inactive,2021-02-28 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Site Supervisor,1997,0.0,4.0,,,,,
537,3830,Hope Ward,Mr.,Male,1,Single,107,2018-02-22,\N,Active,\N,1333,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1991,438.0,483.0,176926.63529411767,,,,
538,3877,Mr Bartholome Hintz,Mr.,Male,5,Single,27,2018-04-18,2020-08-11 00:00:00,Inactive,2020-08-11 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Supervisor,1994,,,,,,,
539,3879,Mr Archibald Abshire,Mr.,Male,1,Single,43,2018-04-20,2020-05-31 00:00:00,Inactive,2020-05-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1993,,,,,,,
540,4888,Leilani Nikolaus,Ms.,Female,1,Single,88,2019-10-02,2020-06-30 00:00:00,Inactive,2020-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1995,,,,,,,
541,4901,Carmen Dickinson,Ms.,Female,1,Single,111,2019-10-22,2020-08-31 00:00:00,Inactive,2020-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1994,,,,,,,
545,4686,Brenden Hartmann IV,Mr.,Male,1,Single,89,2019-04-22,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1990,338.0,425.0,274502.1635294118,8.0,4.0,1.0,11.0
546,4759,Terrence Lehner,Mr.,Male,1,Married,97,2019-06-06,2020-06-19 00:00:00,Inactive,2020-06-19 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Foreman,1978,,,,,,,
549,199055,Darius Zulauf,Mr.,Male,1,Single,101,2020-12-05,2021-05-31 00:00:00,Inactive,2021-05-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Excavator Operator,2001,1.0,1.0,52155.1,,,,
550,4882,Dr Adrien Beahan,Mr.,Male,1,Married,24,2019-09-01,2022-12-31 00:00:00,Inactive,2022-12-27 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1973,403.0,462.0,139407.91666666666,7.0,2.0,0.0,9.0
551,4889,Ilene Goyette,Ms.,Female,1,Single,175,2019-10-14,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Supervisor,1984,345.0,405.0,105588.515,22.0,8.0,20.0,10.0
553,4902,Odessa Crist Sr,Mr.,Male,1,Single,17,2019-10-25,2020-03-10 00:00:00,Inactive,2020-03-10 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1996,,,,,,,
554,4132,Prof Jacynthe Kulas,Mr.,Male,1,Single,78,2018-07-19,2020-07-17 00:00:00,Inactive,2020-07-17 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1992,,,,,,,
556,4353,Mr Scottie Streich,Mr.,Male,1,Married,193,2018-11-01,2022-07-20 00:00:00,Inactive,2022-07-20 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Manager Finance & Operations,1989,112.0,257.0,,22.0,9.0,19.0,12.0
557,4352,Myles Monahan MD,Mr.,Male,1,Married,127,2018-11-01,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Chief Operating Officer,1972,10.0,11.0,0.0,8.0,4.0,5.0,7.0
558,4354,Miss Clotilde Braun III,Mr.,Male,1,Married,110,2018-11-01,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Chief Executive Officer,1989,,,,,,,
560,4426,Quinn Hansen,Mr.,Male,1,Single,79,2018-12-18,2020-08-31 00:00:00,Inactive,2020-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Helper - Lorry,1995,,,,,,,
